,Peak0,Peak1,Peak2,Peak3,Peak4,Peak5,Peak6,Peak7,Peak8,Peak9,Peak10,Peak11,Peak12,Peak13
CASP9,1.19436044998246e-10,0,0,1.30852869985717e-09,4.49173612079069e-10,1.53771405719632e-10,0,2.33320464566549e-10,0,1.18356957495115e-09,0,0,0,0
DNAJC16,6.95517433587913e-11,0,0,0,3.42963414852795e-10,0,2.69786706681944e-10,0,0,0,0,1.81133578100203e-10,0,0
AGMAT,1.0196579781907e-08,0,0,1.43599962146648e-07,0,0,0,0,0,0,0,0,0,0
DDI2,2.46683216321671e-10,4.34698220730474e-10,3.52591650809831e-10,0,7.13262707636235e-10,1.78217933549972e-10,4.09373920163479e-10,0,0,0,8.75944098843327e-10,4.56635400476356e-10,9.90862139148328e-10,0
PLEKHM2,2.33035178703267e-10,0,1.42167081736793e-10,0,0,1.21323597241193e-10,1.49167394030208e-10,6.86520434294696e-11,0,0,0,1.12910096128505e-10,0,3.34054214678971e-11
SLC25A34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBLIM1,0,3.73887192656984e-07,0,0,1.52102950171387e-06,0,1.10174116595993e-06,0,0,0,0,0,0,0
RP11-169K16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPEN,1.22845395015263e-08,6.6747440847527e-09,3.61009032927756e-08,1.92272190482571e-08,2.3490912121653e-08,2.19222756946399e-08,1.17372495467622e-08,0,6.33842297815408e-09,0,3.0392452373178e-08,2.9270106801918e-08,9.80953346099594e-09,1.10510900123845e-08
ZBTB17,1.48024575481495e-08,2.15309143202248e-08,9.09742635372967e-09,8.45887433487567e-09,3.16421940407602e-08,2.98997746713002e-08,2.40972725569056e-08,2.80740573913687e-08,0,0,0,2.12432710707944e-08,1.7916770270344e-08,3.84336477464041e-08
ARHGEF19,2.69122499500104e-08,7.63436431341818e-08,0,0,0,9.42274643040194e-08,1.44082384985307e-07,0,0,0,1.55369539636367e-07,2.82069856896219e-07,0,6.08443571976849e-08
RSG1,1.19393727166126e-09,0,0,0,0,0,0,2.08312330259748e-08,0,5.45576109178185e-08,0,0,0,0
FBXO42,4.20656857571104e-10,1.43843668397655e-09,1.56945631687866e-09,1.31909474079286e-09,1.23017060049802e-09,7.0489262865378e-10,0,1.41338339163724e-09,8.05060925681296e-10,2.21578682813966e-09,1.03457711840134e-09,1.93175925172516e-09,0,1.03399620261905e-09
SZRD1,6.52582635940586e-08,3.35505708382502e-08,4.4565783215456e-08,3.09394029433268e-08,5.45597723162144e-08,5.71138190465438e-08,4.14105897473692e-08,2.04634205123149e-08,2.0135084719623e-08,4.15413348517735e-08,5.31682768083327e-08,5.97824336714341e-08,4.29530560753885e-08,7.83581915666964e-08
NECAP2,1.79542457005678e-07,9.35857412110555e-08,1.48406594673478e-07,6.44044827136174e-08,6.53204839980481e-08,1.76894260322017e-07,8.41336263842308e-08,3.21866130930763e-07,1.52031894206511e-07,4.98102884510273e-08,8.39753574133792e-08,1.65657292014659e-07,1.23399842988278e-07,1.87024450981491e-07
RP4-798A10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBPF1,2.07131204337059e-07,1.42278123493732e-07,0,3.41838514156273e-07,0,3.46940812353162e-07,0,0,0,1.07854524416069e-06,2.67415573277347e-07,0,0,0
CROCCP2,3.95515591148314e-09,4.36707614746561e-09,4.56879018034869e-09,1.55488217997674e-08,1.5145312603405e-08,5.38142845635261e-09,0,1.23045776730278e-08,2.56676950950163e-08,0,3.31863495743254e-09,3.94095062802294e-09,9.10612525078705e-09,4.06119503715254e-09
CROCC,0,0,0,0,1.75144472658556e-07,0,0,0,0,0,8.48254078697696e-08,0,0,0
RP11-108M9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-108M9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP13A2,1.05570697679914e-08,6.5570837244118e-08,0,3.70037721652266e-08,0,1.9706859104057e-08,0,0,3.62842583870772e-08,1.44469055466012e-07,2.80822172875756e-08,6.9569522790198e-08,0,0
SDHB,6.07849140407361e-07,7.24428302341292e-07,1.04611552295468e-06,5.1044780858735e-07,6.99039411729898e-07,6.73985431325431e-07,8.89306183637046e-07,9.23940380062616e-07,4.81832158516857e-07,2.63470209964644e-07,8.42588930271299e-07,6.78511480669298e-07,8.42122360579452e-07,4.08523996220778e-07
PADI2,2.70042398760919e-07,0,0,0,0,0,0,0,0,0,0,0,0,2.57898655441758e-05
PADI4,0,0,0,0,1.78479260398009e-06,0,1.04155673060947e-06,0,0,0,1.98783844931756e-06,9.77310701280033e-07,0,6.55559849107239e-07
RCC2,2.94395011571799e-07,3.22663801564264e-07,1.19063110419363e-06,0,1.13194045000991e-06,8.15771993720905e-07,0,4.32075835575696e-07,0,0,1.21834906512239e-06,7.12580433345105e-07,6.12248823629046e-07,9.06399776611232e-07
ARHGEF10L,8.04655442258065e-06,0,3.64419916108431e-06,0,0,0,0,0,0,0,0,0,0,0
ALDH4A1,5.04366857445067e-09,0,0,0,0,0,0,0,0,0,0,0,0,0
IFFO2,7.33475603449965e-08,0,0,0,0,2.98137400835586e-07,0,0,0,0,0,0,0,0
UBR4,3.17750072002089e-09,6.08355439996392e-10,2.7883508497173e-09,6.79366962068011e-10,7.04368985622481e-10,1.28455156906043e-09,7.60154016702497e-10,0,7.52034468304937e-10,0,4.39010873838978e-10,3.45438738379177e-09,1.13925558948729e-09,3.65548395258141e-09
RP1-43E13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMC1,4.94936747516811e-10,2.13411226006014e-09,1.59848421476797e-09,5.64908234432883e-10,1.12959905567198e-09,0,7.95341626870394e-10,3.62013378581311e-09,2.73794824506518e-09,2.98377608930531e-09,1.91977085132542e-09,2.0035448444674e-09,0,0
MRTO4,5.70171160677052e-10,1.0477383593836e-09,3.93965119640435e-09,6.47258108998404e-10,1.06146737595027e-09,1.40955837598006e-09,3.85036393576422e-09,2.92477771845111e-09,1.4750385629326e-09,0,2.56146981215241e-08,6.93529736435926e-09,4.23578018469231e-09,1.72680177007884e-09
AKR7A2,1.59021553513191e-08,4.47012429689092e-08,4.20043507097713e-08,1.10950965908005e-07,8.43367557043965e-08,3.12837097919077e-08,1.46489376745633e-07,4.65618806090006e-08,8.6476263365527e-08,9.44111104535355e-08,5.79354916297546e-09,1.04862459590789e-07,4.77374136185808e-08,3.59001456064788e-08
PQLC2,1.17512799257069e-08,7.93712242975705e-09,0,0,1.24237329089651e-08,1.10030354890922e-08,0,0,0,3.21451030618177e-08,0,8.34677448382648e-09,0,4.80199683117713e-09
CAPZB,4.19212399944277e-08,3.6607946201592e-08,6.30696710887456e-08,3.39452966636279e-08,2.77662763870856e-08,5.02692036803135e-08,3.70820788977248e-08,3.18977966163378e-08,3.76269458587015e-08,8.31109159206404e-09,2.93678648100391e-08,4.0091357565161e-08,3.8203094077164e-08,6.41026653927987e-08
MINOS1,6.26453490892796e-09,9.04721058192117e-09,9.54096654237039e-09,6.86613722549742e-09,1.1608879695045e-08,1.07235203106452e-08,8.75060284276939e-09,9.1514690245823e-09,1.1460823155731e-08,3.29077807414804e-09,2.22432457642289e-08,1.64126246757197e-08,1.19118899494262e-08,7.39201126398619e-09
NBL1,0,1.38188252078032e-06,0,7.00739258506042e-06,0,0,0,0,1.19773097355085e-06,0,8.37991770243245e-07,0,0,0
TMCO4,1.33790100029677e-07,2.7089533781699e-07,0,0,0,6.1763202453111e-07,0,0,0,1.74103552689973e-06,5.74696576276775e-07,0,0,3.11341077173947e-07
OTUD3,5.10909708457158e-08,7.49944757428227e-08,0,0,0,0,0,0,0,0,0,1.242860722026e-07,0,0
UBXN10-AS1,0,0,0,0,0,0,0,0,0,0.000110203478146141,0,0,0,0
CAMK2N1,0,0.000299547799864398,0,0,0,0,0,0,0,0,0,0,0,0
MUL1,4.57443334311185e-07,6.73788122418858e-07,6.65926267935122e-07,1.95274104095568e-06,2.18760063454398e-06,1.02172382521806e-06,7.36798273403133e-07,1.77014458703798e-06,4.5426811430637e-07,0,9.47476020867876e-07,4.27254107254837e-07,0,4.04606058688904e-07
CDA,1.86515392932065e-06,0,0,4.04376830536639e-06,1.77618098833675e-06,1.93901682027614e-06,0,0,0,0,0,1.0360564426711e-06,0,0
PINK1,1.20788385440491e-08,0,0,1.42256112233511e-08,2.3673261229291e-08,1.62431804321273e-08,1.68677045634502e-08,0,1.16027527900088e-08,1.03683200690529e-07,1.62990970796102e-08,1.86393976108193e-08,2.84444312580637e-08,0
PINK1-AS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDOST,1.17891998083442e-09,2.98967096180149e-09,9.52141834723899e-10,5.10479116693723e-09,3.79432657355396e-09,2.0037390741386e-09,1.90287978338616e-09,1.16189958288221e-09,2.20267729238259e-09,2.49452762929021e-09,3.6602190769231e-09,3.47504962282449e-09,6.93783045381981e-10,2.85269749777323e-09
HP1BP3,9.60732861291054e-09,1.74501837699488e-08,1.77551592863132e-08,2.07004582007741e-08,2.45802519986535e-08,1.600965298369e-08,7.89824443025042e-09,6.03576800473568e-09,2.11763828850336e-08,1.21260849025163e-08,1.49650160468246e-08,1.82630156416534e-08,2.69250531095843e-08,1.61193466900596e-08
EIF4G3,2.16005120703979e-08,0,3.38658709512224e-08,1.7659893496308e-08,2.24447534526897e-08,0,3.64302655836544e-08,4.02632270156249e-08,0,6.29638305118613e-08,4.01530062846392e-08,3.12939380034509e-08,0,0
ECE1,3.4841359900218e-07,5.98141389811432e-07,0,2.46145731679776e-06,1.15866434466235e-06,5.75957353384226e-07,1.64361879198486e-06,5.31403613868959e-07,1.12498755182526e-06,1.80797531401909e-06,3.79078512098337e-06,3.26712306915361e-06,8.72212125456099e-07,2.47518705465328e-06
NBPF3,2.72712936892996e-08,0,0,3.21039913076108e-07,0,0,0,0,0,0,0,0,0,0
USP48,2.2603500743116e-09,4.72018401715116e-09,2.12911971767705e-09,4.97176251314474e-09,7.42404257354838e-09,5.30109208570387e-09,1.06873521189092e-08,1.15628786648191e-08,7.95006232281157e-09,0,7.00521971280853e-09,7.80883188843129e-09,4.96920913444816e-09,6.66871225527575e-09
RP1-224A6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00339,0,1.01947600655801e-10,0,4.8196811577056e-10,0,0,0,0,0,0,2.27763909414754e-10,2.46857928636128e-10,4.03251421308599e-10,0
CDC42,1.73172455469586e-08,5.12267831458165e-09,2.06456040023989e-08,8.5840137233456e-09,8.1145441758085e-09,1.60428023819902e-08,9.87697957971513e-09,1.5813012207046e-08,4.69183232113519e-09,1.00582897333524e-08,9.54262169195468e-09,1.05935267451933e-08,4.40586925657315e-09,1.95256878922061e-08
ZBTB40,4.01635929607506e-09,0,1.42033576481439e-08,2.38162528048804e-08,0,0,0,0,2.48316892556586e-08,0,3.82813503238253e-08,0,0,1.21326775163422e-08
C1QA,0.00115163590260625,0,0.00691646577682612,0,0,0.0121340037590876,0,0,0,0,0,0,0,0.00212063253082987
C1QC,0,0,0.000457719278853406,0,0,0.000316538978218393,0,0,0,0,0,0,0,0
C1QB,5.30188115082038e-05,0,0.000509085201291177,0,0,0.0018009434439314,0,0,0,0,0,0,0,0.000387207154827989
EPHB2,1.33126276466369e-06,0,0,0,0,0,0,0,0,0,0,0,0,0
KDM1A,2.44466991566471e-09,6.11667636415553e-09,9.1219718037394e-09,3.59319620754905e-09,0,2.05536432421835e-09,2.11014689546591e-09,4.5700893774014e-09,0,0,8.23135600426485e-09,7.77572491861015e-09,0,2.34055110221628e-09
LUZP1,8.10972721635503e-09,2.57248751395314e-08,2.19958466116708e-08,3.72535092487652e-09,5.230427877426e-08,1.21158785251877e-08,0,8.81666065111679e-09,4.18879401018263e-09,4.10465298685828e-08,3.81066540751607e-09,3.35629034372787e-09,1.17028430805406e-08,1.12527365266688e-08
RP5-1057J7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPR,3.85115032929828e-05,9.32097408432763e-05,0.000108661739329949,6.1377753437859e-05,7.53778449555734e-05,5.03741105303243e-05,3.86155975924646e-05,0.000132546429685288,8.86828020698141e-05,8.47557139874466e-05,0.000202685893523142,9.00436118317554e-05,6.52767148962847e-05,0.000128662485634704
ZNF436,0,1.22907846136925e-05,0,0,0,0,0,0,3.5533170508914e-05,0,5.76313044429766e-05,0,5.65623374064458e-05,0
C1orf213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCEA3,0,0,0,0,0,0,0,0,0.000271448287877924,0,0,0,0,0
ID3,5.2086593331548e-06,4.1479202270368e-06,8.76371723415174e-06,8.11229239369972e-06,0,1.29944906981716e-06,3.1575238086305e-05,2.62076797611719e-06,4.1326947642957e-06,1.95976924641624e-06,3.81842637676579e-05,3.94013033050158e-06,2.34085153507807e-05,2.85503785748187e-06
MDS2,0,0,0,1.79477184474006e-07,0,0,0,1.46888151415543e-07,0,0,0,0,0,0
RPL11,2.83185360575519e-08,4.46523756416961e-08,3.67116949780847e-08,3.90921127353686e-08,3.1967619987998e-08,3.19464835950922e-08,4.42665100363367e-08,3.30168924517094e-08,4.59814400119372e-08,4.04278224392175e-08,4.07003184876786e-08,3.59460678442489e-08,4.40834205848751e-08,3.34196934685204e-08
TCEB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-886K2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PITHD1,1.90650334277672e-09,4.17868979148948e-09,2.06386812471559e-09,2.40368541114614e-09,3.14742197601649e-09,2.49183533958789e-09,4.9725642061439e-09,8.37588755711312e-09,3.89169713151359e-09,2.81686280732233e-09,5.77269971685393e-09,3.03160816324161e-09,1.86238802508912e-09,1.3225496102679e-09
LYPLA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALE,2.12669212198438e-08,1.04643703635392e-08,7.36527599556419e-08,1.23307379492672e-07,8.16400160858503e-08,0,0,2.26115840582247e-08,3.13561167988726e-08,0,0,2.69687613517111e-08,4.05774177600923e-08,1.68119388206257e-08
HMGCL,2.50687383157852e-08,2.45178560702817e-08,1.19371939317162e-08,7.63416505396772e-08,8.56315376776955e-08,6.89499300441419e-08,4.32540462742422e-08,0,1.12864131254832e-07,1.51655042708821e-07,7.65202581412279e-08,5.40905422226494e-08,3.8083645252675e-08,5.69431263564422e-08
FUCA1,1.61456409043567e-05,9.82673996527324e-07,3.98193392953562e-06,2.90852063658636e-06,1.618133164255e-06,2.14333238373611e-06,1.07682459732269e-06,0,1.12519039520141e-06,0,1.11796582284973e-06,7.15225010093693e-07,1.03000223350274e-06,3.25730497387979e-07
CNR2,2.03388244676173e-07,0,0,1.1468281550168e-06,0,0,6.21904566972239e-06,0,0,0,0,0,0,0
PNRC2,3.04032218789545e-10,2.24583155977173e-10,3.92520632006406e-10,1.53449535141748e-10,2.84616424079458e-10,3.19351485538428e-10,1.32271900507177e-10,7.81045269181095e-10,2.33808895023273e-10,2.84102595277329e-10,1.21509184125821e-10,3.82446922997339e-10,4.06289361685546e-10,3.18606046495094e-10
SRSF10,3.78730298472449e-10,1.14995906981803e-10,2.38559854159414e-10,7.37997841169121e-10,4.76016836644084e-10,5.38540433065213e-10,2.58942031322965e-10,2.91038540792959e-09,4.04767834054981e-10,1.36606007837299e-09,1.26977116304443e-09,1.12740298725649e-09,4.36396436701202e-10,4.59790811664237e-10
IFNLR1,4.40958093335717e-06,0,0,0,0,0,0,0,0,0,0.000140290790797351,0.000190581641276897,0,0
STPG1,2.238173282657e-09,2.32616911420302e-08,0,0,0,0,0,2.16329171903395e-08,0,0,0,4.30572708157041e-08,2.65726760561738e-08,7.83504922482798e-09
NIPAL3,3.92476488330697e-09,6.02637955851206e-08,1.14200197457317e-08,4.58750328980076e-08,2.98924558087663e-08,1.10607119548451e-08,2.90974235758809e-08,3.70703647797087e-08,4.85068098880828e-08,0,0,3.52603473264491e-08,1.92560197419833e-08,2.84313990926018e-08
RCAN3,5.90640284134509e-07,5.76802618206739e-06,1.55627914886272e-06,1.28969100386249e-06,0,9.27465419961123e-07,1.76173299766156e-06,6.11971630901646e-06,6.96278303185961e-06,0,8.10417095260567e-07,2.41390168483744e-06,6.44851776175344e-07,1.67611267545396e-06
RP4-594I10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRRM1,8.54513600242634e-09,1.4067282009305e-08,1.33618276770292e-08,1.58541202173959e-08,1.67089749731245e-08,1.06290495987467e-08,1.4349416968153e-08,3.65181765683322e-08,1.97489206892275e-08,8.34450972139043e-09,2.53117131164275e-08,1.41298275148829e-08,8.33242673839689e-09,7.58749626993858e-09
CLIC4,4.60967920191961e-07,0,2.37704754388377e-07,0,0,5.86446454167283e-07,3.88966358979147e-07,0,0,0,1.72886474001846e-07,1.44380194272393e-07,1.12132997880083e-07,3.40659379985718e-07
RUNX3,0.00074414136999585,0.00074648500577452,0.00233263877627364,0.00297552364620775,0.000890924260874203,0.000321157359792011,0.000879715721704042,0.00309549363696452,0.000741736094368871,0.00152668279708298,0.00117951508581226,0.00196259726386244,0.000382948597438817,0.00303695906608239
SYF2,1.07688105951652e-08,1.58941303445066e-08,1.08637948175088e-08,1.59946594945195e-08,1.57294572352738e-08,1.3437786709463e-08,1.37159865986994e-08,2.42923291169244e-08,1.78607463368007e-08,1.19616629199597e-08,8.35257279844047e-09,9.69214849389769e-09,1.14397761088732e-08,8.01730448247979e-09
C1orf63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP3-465N24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM50A,4.22105541802222e-08,2.49872259652198e-08,4.11649187421968e-08,2.52253425426199e-08,2.68141247271602e-08,3.69040592619211e-08,2.01772793993275e-08,2.73202892739133e-08,1.89530786676971e-08,4.11496892368076e-08,1.48967189720939e-08,5.22836971519957e-08,2.19208488933789e-08,5.39013272114788e-08
TMEM57,2.31144534742532e-08,1.48683364617243e-07,6.74725971072324e-08,1.93662031512244e-07,3.89659440699779e-07,6.49075773828175e-08,4.59760758687901e-08,3.99460196291545e-07,5.3800321502149e-08,0,8.71204387577e-08,1.77195129189265e-07,3.21892065783183e-07,6.42465752823868e-08
LDLRAP1,1.25631059373184e-07,5.20706879756518e-07,6.52321959704162e-07,4.98758798696771e-07,0,0,4.87042006733319e-07,7.83140141078554e-07,1.36361009029136e-06,0,0,1.68204724826807e-07,0,1.19568564086463e-07
RP11-70P17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAN1C1,9.59912607545448e-07,8.76596811961259e-06,0,0,0,0,0,0,6.58238472149373e-05,0,0,0,0,0
RP1-187B23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEPN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTFR1L,1.88436033163714e-08,2.23381070791534e-08,4.24417503187625e-08,2.55092438691901e-08,1.92485894168369e-08,1.21100754970463e-08,0,0,4.63826956556298e-08,0,1.95875666089838e-08,3.33285441993842e-08,2.29893110209952e-08,3.18288870894157e-08
AUNIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STMN1,3.17677282344407e-08,2.27398014283172e-07,5.44249415463613e-08,2.9557277655097e-08,1.93057616785536e-07,3.90817600529946e-08,8.55730154243477e-08,4.37823892677214e-07,2.4030507478027e-07,2.35675832903098e-07,7.17123182642346e-07,2.04682507670773e-06,6.94536320701338e-07,7.50481315553049e-08
PAFAH2,5.78622599194859e-10,4.2935525021318e-09,0,0,4.91066128435925e-09,2.20652728227106e-09,0,0,0,0,0,2.31841201695931e-08,0,0
PDIK1L,0,0,0,0,0,0,2.75238635684382e-08,4.36481705149367e-08,3.37819143083764e-08,0,2.89312122624198e-08,2.58384202736983e-08,5.90718617740596e-08,0
ZNF593,4.72733898351209e-07,1.61834445190219e-06,1.47267501662168e-06,2.04040893870923e-06,1.13026390720556e-06,4.76174188186496e-07,2.26731814458308e-06,1.45430436847442e-06,0,2.70391981946826e-06,1.57750020200744e-05,2.79769232571199e-06,1.44605237428608e-06,4.38565408142066e-07
CNKSR1,5.44492776358789e-09,0,0,0,0,0,0,0,8.58958339767486e-08,0,5.68373115694565e-08,0,0,0
CEP85,8.5373701002078e-10,0,6.92385516619678e-09,0,0,0,0,0,0,2.39999970135924e-08,0,0,0,8.55748804974181e-09
SH3BGRL3,1.63839634143649e-08,1.08651559802712e-08,1.79523837418291e-08,1.13625341101884e-08,9.7495743022749e-09,1.30344311734033e-08,8.99671977686979e-09,3.42815458778426e-09,1.03032026671324e-08,1.453479624381e-08,4.43985344052545e-09,5.58643919712608e-09,7.12304628868277e-09,1.35310526920206e-08
UBXN11,5.09543946245205e-07,3.0113035434649e-07,3.97568221894381e-07,1.48619076086597e-07,0,5.4880256548137e-07,3.31277237853547e-07,5.84930815776184e-07,1.70711307941041e-07,0,1.18834781561618e-07,0,7.14632276222344e-07,2.26276036956448e-07
CD52,4.92890333476963e-07,1.03634415663212e-06,4.33106404187662e-07,6.82153873726202e-07,4.97334912586373e-07,5.96931618749944e-07,1.13783492615082e-06,2.21818058975086e-07,1.34559165899012e-06,1.84057926894565e-06,2.0932461596078e-07,8.02699048676365e-08,3.66427865918872e-07,2.97141490672904e-07
AIM1L,1.21210315491707e-07,8.88361037474186e-07,0,0,2.70747343712573e-06,0,1.54228562484042e-06,0,2.53088987538126e-06,0,0,0,0,0
ZNF683,9.21861990830548e-08,0,0,3.38802058482923e-06,3.25642050931626e-06,0,0,0,0,2.5911203723389e-05,0,0,0,1.20106874493345e-06
DHDDS,4.60364672178964e-08,2.37382611132881e-08,7.07350829856339e-08,4.68272667472137e-08,0,1.35165816208507e-08,2.22641359924397e-08,0,6.39544074193632e-08,0,3.85408436664372e-08,6.53220822170836e-08,0,1.46642826104407e-08
HMGN2,7.29490733011913e-09,1.03166331362631e-08,4.90663549839158e-09,1.55120231761524e-08,0,2.52696604119605e-08,1.54278940749502e-08,4.30902215387367e-08,1.15028580101542e-08,0,7.5225294378186e-09,2.61772060439313e-08,1.74028254511666e-08,5.0596560890446e-09
RPS6KA1,3.34158779346845e-07,1.62058426983625e-07,7.42274059802358e-07,2.40551440760765e-07,4.2255253745765e-07,6.55857606598947e-07,3.71524669655055e-07,3.06680948525008e-07,1.24339037113317e-07,8.22870101519775e-07,2.94599297819007e-07,3.63855055846929e-07,2.02410265885293e-07,7.94680868050582e-08
ARID1A,1.05268394708472e-08,3.54152572970369e-09,3.12793044482624e-08,1.65259905522327e-08,0,2.79365241472186e-08,0,3.04716954142736e-08,2.03278589376321e-08,0,5.48077743606936e-09,3.30196499342022e-08,1.3303050402965e-08,3.13606919373829e-08
PIGV,3.64145326888537e-11,6.16996543754446e-11,4.40258840183897e-11,0,0,1.33304500807546e-10,6.42944661521805e-11,1.55071840866939e-10,1.63818305688205e-10,2.97014056813924e-10,1.13127995092231e-10,6.11768200834695e-11,1.06877100383955e-10,0
ZDHHC18,8.02793481075534e-11,0,8.38798058250707e-10,1.28627082939412e-09,0,5.43563667542722e-10,0,1.98747137171710e-09,2.69710883483173e-09,0,1.22905518074167e-09,0,0,5.09213021162179e-09
GPN2,1.08285292016061e-09,1.8421761693618e-09,2.51409750362284e-09,4.9999350883759e-10,0,1.9545659168093e-09,4.8091820344093e-10,2.61136125676422e-09,2.71892531716738e-09,1.69307945738214e-09,3.91191341872629e-09,1.99454592681293e-09,8.67215998173972e-10,8.05883330209172e-10
GPATCH3,3.47393277666993e-09,2.97267028950482e-09,2.38812814971503e-09,1.79523355733771e-09,0,1.22399903647749e-09,0,1.01946705572219e-08,2.10776471160844e-09,0,4.1640714359543e-09,4.24679827959997e-09,0,5.4673081431289e-09
NUDC,1.97102606890333e-09,2.87987332986834e-09,3.20238859786512e-09,2.6717289438658e-09,2.64461819485044e-09,1.79038605890998e-09,3.07505094070436e-09,9.2584370066869e-09,2.31503365964681e-09,2.68043394518147e-09,9.75719596068381e-09,4.27899776899617e-09,2.68663162354751e-09,2.12833126283176e-09
